,place,avg_cost_per_day,trip_duration,popularity_High,popularity_Medium,popularity_Offbeat,popularity_Very High,adventure,beach,bird-watching,boating,camping,canyon,caves,culture,desert,food,forest,heritage,history,islands,lakes,luxury,mountains,nature,nightlife,offbeat,paragliding,peaceful,rafting,river,romantic,safari,skiing,spiritual,trekking,water-sports,waterfalls,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep,couple,family,friends,solo,total_cost_log,region_Africa,region_Europe,region_Middle East,region_North America,region_Oceania,region_South Asia,region_Southeast Asia,region_nan,climate_Alpine,climate_Cold,climate_Continental,climate_Dry,climate_Highland,climate_Mediterranean,climate_Subtropical,climate_Temperate,climate_Tropical,climate_nan
75,south luangwa,0.17953111576151437,0.9502927557764971,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0.8696527639203042,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
76,lower zambezi,0.4060480892480422,-0.0247288077711355,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0.6365823720495318,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
77,kafue national park,-0.04698585772501346,-0.0247288077711355,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0.29183050641794656,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
78,harare,-0.5000198046980691,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,1,0,1,1,-0.725897410706738,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
79,hwange national park,-0.04698585772501346,-0.0247288077711355,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0.29183050641794656,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
80,mana pools,0.4060480892480422,-0.0247288077711355,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0.6365823720495318,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
81,makgadikgadi pans,0.17953111576151437,-0.0247288077711355,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0.4750072927622153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
82,jinja,-0.5000198046980691,-0.9997503713187681,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,1,1,-0.725897410706738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
83,queen elizabeth national park,-0.04698585772501346,-0.0247288077711355,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0.29183050641794656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
84,murchison falls,-0.04698585772501346,-0.0247288077711355,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,0.29183050641794656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
85,kigali,-0.5000198046980691,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,-0.725897410706738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
86,lake kivu,-0.3641096206061524,-0.9997503713187681,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,-0.5704499919951291,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
87,nyungwe forest,-0.04698585772501346,-0.0247288077711355,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0.29183050641794656,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88,addis ababa,-0.7265367781845969,-0.9997503713187681,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,-1.0319618075451535,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
89,lalibela,-0.5000198046980691,-0.9997503713187681,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,-0.725897410706738,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
90,simien mountains,-0.5000198046980691,0.9502927557764971,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,0.22490130106810993,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
91,danakil depression,-0.2735028312115413,-0.0247288077711355,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0.08037134713951817,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
92,lake malawi,-0.7265367781845969,0.9502927557764971,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,-0.0811973819598993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
93,dakar,-0.5000198046980691,-0.0247288077711355,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,-0.1697270244596284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
94,goree island,-0.5000198046980691,-1.9747719348664006,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,-1.676558993147005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
95,sal,-0.2735028312115413,1.9253143193241298,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0.7811174062342662,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
96,boa vista,-0.2735028312115413,0.9502927557764971,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,0.4750072927622153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
97,accra,-0.5000198046980691,-0.0247288077711355,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,-0.1697270244596284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
98,cape coast,-0.7265367781845969,-0.9997503713187681,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,-1.0319618075451535,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
99,kakum national park,-0.7265367781845969,-1.9747719348664006,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,-1.9825548407389266,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
100,lagos,-0.2735028312115413,-0.0247288077711355,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0.08037134713951817,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
101,reunion island,0.17953111576151437,1.9253143193241298,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1.175768592935841,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
102,sao tome,-0.2735028312115413,0.9502927557764971,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0.4750072927622153,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
103,banjul,-0.7265367781845969,-0.0247288077711355,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,-0.4758142779007483,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
104,abidjan,-0.2735028312115413,-0.0247288077711355,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,0.08037134713951817,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
105,grand-bassam,-0.5000198046980691,-0.9997503713187681,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,-0.725897410706738,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
106,lome,-0.7265367781845969,-0.9997503713187681,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,-1.0319618075451535,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
107,cotonou,-0.7265367781845969,-0.9997503713187681,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,-1.0319618075451535,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
108,ganvie,-0.7265367781845969,-1.9747719348664006,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,-1.9825548407389266,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
109,ouidah,-0.7265367781845969,-1.9747719348664006,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,-1.9825548407389266,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
110,kribi,-0.5000198046980691,-0.0247288077711355,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,-0.1697270244596284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
111,mount cameroon,-0.5000198046980691,-0.0247288077711355,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,-0.1697270244596284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
112,luanda,0.17953111576151437,-0.9997503713187681,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,-0.0811973819598993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
113,kalandula falls,-0.2735028312115413,-0.9997503713187681,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,-0.4758142779007483,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
114,djibouti city,-0.2735028312115413,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,-0.4758142779007483,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
115,lake assal,-0.5000198046980691,-1.9747719348664006,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,-1.676558993147005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
116,ruaha national park,0.17953111576151437,-0.0247288077711355,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0.4750072927622153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
117,selous game reserve,0.17953111576151437,-0.0247288077711355,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0.4750072927622153,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
118,gombe stream,-0.04698585772501346,-0.0247288077711355,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0.29183050641794656,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
119,liwonde national park,-0.2735028312115413,-0.9997503713187681,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,-0.4758142779007483,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
120,mulanje mountain,-0.5000198046980691,-0.0247288077711355,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,-0.1697270244596284,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
121,matobo national park,-0.2735028312115413,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,-0.4758142779007483,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
122,great zimbabwe,-0.5000198046980691,-1.9747719348664006,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,-1.676558993147005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
123,sodwana bay,-0.2735028312115413,-0.0247288077711355,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0.08037134713951817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
124,coffee bay,-0.5000198046980691,-0.0247288077711355,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,-0.1697270244596284,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
125,luderitz,-0.2735028312115413,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,-0.4758142779007483,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,kolmanskop,-0.5000198046980691,-1.9747719348664006,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,-1.676558993147005,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
127,maseru,-0.7265367781845969,-1.9747719348664006,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,-1.9825548407389266,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
128,semonkong,-0.5000198046980691,-0.9997503713187681,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,-0.725897410706738,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
129,mbabane,-0.7265367781845969,-1.9747719348664006,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,-1.9825548407389266,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
130,mlilwane wildlife sanctuary,-0.5000198046980691,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,-0.725897410706738,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
131,augrabies falls,-0.5000198046980691,-0.9997503713187681,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,-0.725897410706738,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132,kgalagadi transfrontier park,-0.04698585772501346,0.9502927557764971,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,0.6864718951470286,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,saly,-0.3641096206061524,-0.0247288077711355,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,-0.014269809478160596,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
134,lake bunyonyi,-0.7265367781845969,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,-1.0319618075451535,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
135,asmara,-0.5000198046980691,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,-0.725897410706738,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
136,new york city,1.9010601142591257,1.9253143193241298,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,1,1,1,1,1,2.0919372919721835,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
137,los angeles,1.9010601142591257,0.9502927557764971,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1.7858131090844822,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
138,san francisco,1.9010601142591257,0.9502927557764971,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1.7858131090844822,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
139,chicago,1.1309024044049312,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,1,1.0539064916938263,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
140,miami,1.9010601142591257,0.9502927557764971,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1,1,1,0,1.7858131090844822,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
141,new orleans,1.1309024044049312,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,1.0539064916938263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
142,las vegas,1.9010601142591257,-0.0247288077711355,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1.3911537151571483,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
143,"washington, d.c.",1.1309024044049312,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1.0539064916938263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
144,boston,1.1309024044049312,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,1.0539064916938263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
145,seattle,1.1309024044049312,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,1.0539064916938263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
146,portland (oregon),1.1309024044049312,-0.0247288077711355,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,1.0539064916938263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
147,austin,1.1309024044049312,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,1,1.0539064916938263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
148,nashville,1.1309024044049312,-0.0247288077711355,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1.0539064916938263,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
149,savannah,1.1309024044049312,-0.9997503713187681,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0.4976821413215647,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
150,honolulu (oahu),1.9010601142591257,1.9253143193241298,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,2.0919372919721835,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
151,maui,1.9010601142591257,1.9253143193241298,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,2.0919372919721835,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
152,grand canyon national park,1.1309024044049312,-0.0247288077711355,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1.0539064916938263,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
