,place,avg_cost_per_day,trip_duration,popularity_High,popularity_Medium,popularity_Offbeat,popularity_Very High,adventure,beach,bird-watching,boating,camping,canyon,caves,culture,desert,food,forest,heritage,history,islands,lakes,luxury,mountains,nature,nightlife,offbeat,paragliding,peaceful,rafting,river,romantic,safari,skiing,spiritual,trekking,water-sports,waterfalls,apr,aug,dec,feb,jan,jul,jun,mar,may,nov,oct,sep,couple,family,friends,solo,total_cost_log,region_Africa,region_Europe,region_Middle East,region_North America,region_Oceania,region_South Asia,region_Southeast Asia,climate_Alpine,climate_Cold,climate_Continental,climate_Dry,climate_Highland,climate_Mediterranean,climate_Subtropical,climate_Temperate,climate_Tropical,climate_nan
84,murchison falls,3500,3,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,1,1,0,0,0,0,0,1,1,1,1,9.259225769705994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
85,kigali,2500,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,8.517393171418904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
86,lake kivu,2800,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,8.630700432209832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
87,nyungwe forest,3500,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,9.259225769705994,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
88,addis ababa,2000,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,8.294299608857235,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
89,lalibela,2500,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,8.517393171418904,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
90,simien mountains,2500,4,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,1,1,1,9.210440366976517,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
91,danakil depression,3000,3,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,9.105090961257085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
92,lake malawi,2000,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,8.987321812850125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
93,dakar,2500,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,8.922791623969637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
94,goree island,2500,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,7.824445930877619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
95,sal,3000,5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,9.61587214452889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
96,boa vista,3000,4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,9.392745258631441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,accra,2500,3,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,8.922791623969637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
98,cape coast,2000,2,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,8.294299608857235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
99,kakum national park,2000,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,7.601402334583733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
100,lagos,3000,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,9.105090961257085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
101,reunion island,4000,5,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,1,1,1,9.90353755128617,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
102,sao tome,3000,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,9.392745258631441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
103,banjul,2000,3,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,8.699681400989514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
104,abidjan,3000,3,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,1,1,9.105090961257085,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
105,grand-bassam,2500,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,1,8.517393171418904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
106,lome,2000,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,8.294299608857235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
107,cotonou,2000,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,8.294299608857235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
108,ganvie,2000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,7.601402334583733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
109,ouidah,2000,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,1,7.601402334583733,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
110,kribi,2500,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,8.922791623969637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
111,mount cameroon,2500,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,1,8.922791623969637,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
112,luanda,4000,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,8.987321812850125,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
113,kalandula falls,3000,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,8.699681400989514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
114,djibouti city,3000,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,8.699681400989514,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
115,lake assal,2500,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,1,1,7.824445930877619,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
116,ruaha national park,4000,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,9.392745258631441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
117,selous game reserve,4000,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,0,9.392745258631441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
118,gombe stream,3500,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,9.259225769705994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
119,liwonde national park,3000,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,8.699681400989514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
120,mulanje mountain,2500,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,8.922791623969637,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
121,matobo national park,3000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,1,1,8.699681400989514,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
122,great zimbabwe,2500,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,7.824445930877619,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
123,sodwana bay,3000,3,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,9.105090961257085,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
124,coffee bay,2500,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1,1,1,8.922791623969637,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
125,luderitz,3000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,8.699681400989514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
126,kolmanskop,2500,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,1,1,7.824445930877619,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
127,maseru,2000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,7.601402334583733,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
128,semonkong,2500,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,1,8.517393171418904,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
129,mbabane,2000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,7.601402334583733,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
130,mlilwane wildlife sanctuary,2500,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,8.517393171418904,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
131,augrabies falls,2500,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,8.517393171418904,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
132,kgalagadi transfrontier park,3500,4,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,9.546884034617925,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
133,saly,2800,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,1,1,1,0,9.036106025364846,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
134,lake bunyonyi,2000,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,8.294299608857235,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
135,asmara,2500,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,1,1,8.517393171418904,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
136,rabat,2800,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,1,8.630700432209832,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
137,ouarzazate,2500,2,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,1,8.517393171418904,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
138,meknes,2200,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,8.38958706681109,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
139,todra gorge,2000,2,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,8.294299608857235,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
140,agadir,3000,4,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,1,1,0,9.392745258631441,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
141,taghazout,2200,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1,0,1,1,1,0,0,1,0,8.79497643168877,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
142,volubilis,2000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,1,1,7.601402334583733,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
143,marsa alam,3200,5,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,1,1,0,1,1,1,0,9.680406499268875,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
144,abu simbel,3000,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,1,1,8.006700845440367,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
145,white desert,2800,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,1,8.630700432209832,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
146,sousse,2500,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,1,1,1,8.922791623969637,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
147,hammamet,2800,4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,9.32375833901174,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
148,el jem,2000,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,1,1,7.601402334583733,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
149,tozeur,2400,2,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,1,0,0,1,0,1,1,8.476579508530941,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
150,addo elephant national park,3000,2,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,8.699681400989514,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
151,cederberg,2500,3,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,1,1,1,8.922791623969637,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
152,west coast national park,2200,2,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,8.38958706681109,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
153,kimberley,2400,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,7.783640596221253,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
154,wild coast (port st johns),2000,3,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,8.699681400989514,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
155,waterberg plateau,3000,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,8.699681400989514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
156,caprivi strip,3500,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,1,1,1,9.259225769705994,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
157,epupa falls,3000,2,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,8.699681400989514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
158,spitzkoppe,2500,2,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,8.517393171418904,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
159,moremi game reserve,5000,3,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,1,0,1,9.61587214452889,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
160,central kalahari game reserve,4000,3,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,9.392745258631441,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
161,bulawayo,2200,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,1,0,1,1,8.38958706681109,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
162,eastern highlands (nyanga),2800,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,1,1,1,1,1,9.036106025364846,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
163,lake kariba,4000,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,9.392745258631441,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
164,livingstone,3000,2,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,8.699681400989514,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
165,liuwa plain national park,4500,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,1,9.510519035757246,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
166,vilanculos,3200,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,1,1,0,9.169622538697624,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
167,ilha de moçambique,2800,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,1,8.630700432209832,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
168,gorongosa national park,3800,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,1,1,0,0,9.34145634983372,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
169,arusha,2500,2,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,1,1,0,1,1,8.517393171418904,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
